"Draw Date","Numbers As Drawn","Numbers In Order","Jackpot","6 of 6","5 of 6","4 of 6","3 of 6"
"11-27-2002","10--18--25--26--30--37","10--18--25--26--30--37","$2.30 Million",0,15,727,13011
"11-23-2002","9--21--27--32--37--41","9--21--27--32--37--41","$2.20 Million",0,19,847,13334
"11-20-2002","1--9--13--14--18--27","1--9--13--14--18--27","$2.10 Million",0,21,847,12838
"11-16-2002","15--25--31--32--34--40","15--25--31--32--34--40","$2.00 Million",0,16,721,12048
"11-13-2002","7--17--21--36--37--42","7--17--21--36--37--42","$1.90 Million",0,19,706,11883
"11-09-2002","2--6--24--25--39--40","2--6--24--25--39--40","$1.80 Million",0,16,787,12517
"11-06-2002","5--12--20--21--36--39","5--12--20--21--36--39","$1.70 Million",0,18,731,11928
"11-02-2002","6--8--12--16--31--44","6--8--12--16--31--44","$1.60 Million",0,23,835,13772
"10-30-2002","6--7--11--28--30--41","6--7--11--28--30--41","$1.50 Million",0,14,775,12348
"10-26-2002","1--4--6--18--19--35","1--4--6--18--19--35","$1.40 Million",0,11,813,13363
"10-23-2002","1--9--14--19--37--40","1--9--14--19--37--40","$1.30 Million",0,8,725,11332
"10-19-2002","1--6--8--24--27--39","1--6--8--24--27--39","$1.20 Million",0,18,789,12875
"10-16-2002","22--25--26--29--38--39","22--25--26--29--38--39","$1.10 Million",0,22,604,10124
"10-12-2002","3--5--11--19--30--31","3--5--11--19--30--31","$1.00 Million",0,21,987,14396
"10-09-2002","2--6--13--24--29--42","2--6--13--24--29--42","$3.10 Million",1,20,892,13836
"10-05-2002","12--13--26--27--41--43","12--13--26--27--41--43","$2.90 Million",0,27,869,14227
"10-02-2002","8--17--33--34--40--44","8--17--33--34--40--44","$2.70 Million",0,15,733,12623
"09-28-2002","1--9--28--31--33--37","1--9--28--31--33--37","$2.60 Million",0,20,803,13944
"09-25-2002","3--11--30--32--36--43","3--11--30--32--36--43","$2.50 Million",0,19,754,12686
"09-21-2002","6--24--25--26--30--41","6--24--25--26--30--41","$2.40 Million",0,12,774,13499
"09-18-2002","6--23--25--37--39--44","6--23--25--37--39--44","$2.30 Million",0,18,754,12379
"09-14-2002","8--28--29--34--35--39","8--28--29--34--35--39","$2.20 Million",0,12,879,14589
"09-11-2002","1--10--13--34--42--44","1--10--13--34--42--44","$2.10 Million",0,16,737,13107
"09-07-2002","7--10--15--17--25--44","7--10--15--17--25--44","$2.00 Million",,22,907,15006
"09-04-2002","10--15--22--29--35--42","10--15--22--29--35--42","$1.90 Million",,17,784,12108
"08-31-2002","1--11--13--17--35--37","1--11--13--17--35--37","$1.80 Million",,24,878,13371
"08-28-2002","4--9--24--28--39--41","4--9--24--28--39--41","$1.70 Million",,22,717,11332
"08-24-2002","18--26--35--40--41--42","18--26--35--40--41--42","$1.60 Million",,22,737,11695
"08-21-2002","3--10--20--25--33--34","3--10--20--25--33--34","$1.50 Million",,12,656,11136
"08-17-2002","2--17--26--40--42--44","2--17--26--40--42--44","$1.40 Million",,16,722,12192
"08-14-2002","5--10--17--22--34--38","5--10--17--22--34--38","$1.30 Million",,15,662,11244
"08-10-2002","18--22--30--31--32--33","18--22--30--31--32--33","$1.20 Million",,18,698,11099
"08-07-2002","9--12--20--21--28--32","9--12--20--21--28--32","$1.10 Million",,16,691,11376
"08-03-2002","4--18--26--34--36--43","4--18--26--34--36--43","$1.00 Million",,12,717,11712
"07-31-2002","13--15--24--31--36--41","13--15--24--31--36--41","$2.80 Million",1,16,737,11879
"07-27-2002","2--3--11--19--22--24","2--3--11--19--22--24","$2.70 Million",,24,1038,15443
"07-24-2002","11--21--22--25--30--44","11--21--22--25--30--44","$2.50 Million",,18,835,12800
"07-20-2002","11--23--30--33--38--42","11--23--30--33--38--42","$2.40 Million",,12,808,13322
"07-17-2002","8--10--19--26--28--39","8--10--19--26--28--39","$2.30 Million",,20,827,12965
"07-13-2002","10--11--17--22--31--39","10--11--17--22--31--39","$2.20 Million",,16,821,13565
"07-10-2002","2--3--10--28--42--43","2--3--10--28--42--43","$2.10 Million",,19,738,11886
"07-06-2002","7--16--27--34--39--44","7--16--27--34--39--44","$2.00 Million",,6,753,12432
"07-03-2002","10--15--18--20--34--36","10--15--18--20--34--36","$1.90 Million",,9,675,11546
"06-29-2002","12--16--29--34--39--41","12--16--29--34--39--41","$1.80 Million",,19,777,12264
"06-26-2002","21--25--29--34--37--38","21--25--29--34--37--38","$1.70 Million",,9,585,10414
"06-22-2002","2--5--27--32--36--42","2--5--27--32--36--42","$1.60 Million",,14,748,11961
"06-19-2002","1--17--23--33--37--42","1--17--23--33--37--42","$1.50 Million",,6,695,10348
"06-15-2002","4--18--21--38--40--42","4--18--21--38--40--42","$1.40 Million",,16,755,11809
"06-12-2002","21--30--32--38--41--43","21--30--32--38--41--43","$1.30 Million",,8,558,10063
"06-08-2002","5--11--15--26--32--38","5--11--15--26--32--38","$1.20 Million",,29,763,11945
"06-05-2002","3--4--13--22--26--38","3--4--13--22--26--38","$1.10 Million",,21,737,11239
"06-01-2002","1--7--13--31--33--42","1--7--13--31--33--42","$1.00 Million",,10,798,12110
"05-29-2002","12--16--17--27--39--42","12--16--17--27--39--42","$1.20 Million",1,16,674,10294
"05-25-2002","1--19--29--31--34--39","1--19--29--31--34--39","$1.10 Million",,12,781,12126
"05-22-2002","7--11--22--41--42--43","7--11--22--41--42--43","$1.00 Million",,14,674,10811
"05-18-2002","10--18--28--30--35--37","10--18--28--30--35--37","$1.20 Million",1,13,743,12116
"05-15-2002","6--11--14--25--34--40","6--11--14--25--34--40","$1.10 Million",,13,708,10984
"05-11-2002","4--10--14--18--40--43","4--10--14--18--40--43","$1.00 Million",,17,803,12388
"05-08-2002","5--6--15--25--29--30","5--6--15--25--29--30","$1.30 Million",1,18,925,12261
"05-04-2002","1--9--12--18--23--43","1--9--12--18--23--43","$1.20 Million",,16,855,13180
"05-01-2002","1--14--19--30--31--41","1--14--19--30--31--41","$1.10 Million",,12,723,11164
"04-27-2002","1--23--29--31--32--37","1--23--29--31--32--37","$1.00 Million",,17,641,11435
"04-24-2002","1--8--10--14--19--27","1--8--10--14--19--27","$1.80 Million",1,25,868,13493
"04-20-2002","4--8--12--21--39--40","4--8--12--21--39--40","$1.70 Million",,24,880,14043
"04-17-2002","8--11--13--31--34--43","8--11--13--31--34--43","$1.60 Million",,16,712,11513
"04-13-2002","26--30--33--37--38--41","26--30--33--37--38--41","$1.50 Million",,18,737,11832
"04-10-2002","3--13--15--30--42--43","3--13--15--30--42--43","$1.40 Million",,12,712,11279
"04-06-2002","6--7--10--20--32--38","6--7--10--20--32--38","$1.30 Million",,13,804,13086
"04-03-2002","6--15--19--20--23--29","6--15--19--20--23--29","$1.20 Million",,16,774,11828
"03-30-2002","1--13--24--32--39--42","1--13--24--32--39--42","$1.10 Million",,14,699,11840
"03-27-2002","3--6--15--23--25--38","3--6--15--23--25--38","$1.00 Million",,14,793,11555
"03-23-2002","11--13--17--21--32--43","11--13--17--21--32--43","$4.20 Million",1,23,1036,17094
"03-20-2002","12--19--24--26--36--40","12--19--24--26--36--40","$4.00 Million",,17,921,14705
"03-16-2002","18--22--33--36--37--42","18--22--33--36--37--42","$3.80 Million",,26,940,14963
"03-13-2002","11--14--15--17--26--39","11--14--15--17--26--39","$3.50 Million",,20,817,13997
"03-09-2002","12--19--27--28--35--39","12--19--27--28--35--39","$3.30 Million",,19,965,15413
"03-06-2002","3--14--16--19--28--41","3--14--16--19--28--41","$3.00 Million",,20,867,13776
"03-02-2002","1--10--20--22--36--43","1--10--20--22--36--43","$2.90 Million",,26,883,14462
"02-27-2002","6--17--27--29--32--35","6--17--27--29--32--35","$2.60 Million",,20,793,12687
"02-23-2002","8--19--21--26--29--31","8--19--21--26--29--31","$2.50 Million",,14,962,15338
"02-20-2002","1--3--13--14--21--30","1--3--13--14--21--30","$2.40 Million",,14,969,14176
"02-16-2002","8--13--14--15--16--33","8--13--14--15--16--33","$2.30 Million",,12,788,13627
"02-13-2002","4--8--14--20--30--35","4--8--14--20--30--35","$2.20 Million",,21,837,13148
"02-09-2002","3--5--14--21--28--41","3--5--14--21--28--41","$2.10 Million",,23,978,15267
"02-06-2002","1--15--26--32--38--44","1--15--26--32--38--44","$2.00 Million",,8,704,11495
"02-02-2002","6--14--21--25--34--37","6--14--21--25--34--37","$1.90 Million",,14,789,13287
"01-30-2002","3--11--14--21--34--42","3--11--14--21--34--42","$1.80 Million",,15,829,12188
"01-26-2002","5--9--18--31--39--41","5--9--18--31--39--41","$1.70 Million",,26,819,13734
"01-23-2002","8--16--17--21--31--32","8--16--17--21--31--32","$1.60 Million",,16,709,11969
"01-19-2002","1--28--31--34--38--43","1--28--31--34--38--43","$1.50 Million",,15,762,11925
"01-16-2002","1--2--4--21--25--38","1--2--4--21--25--38","$1.40 Million",,22,747,12088
"01-12-2002","2--5--17--25--27--41","2--5--17--25--27--41","$1.30 Million",,19,839,13214
"01-09-2002","15--19--20--30--32--36","15--19--20--30--32--36","$1.20 Million",,21,684,10660
"01-05-2002","10--12--13--24--31--36","10--12--13--24--31--36","$1.10 Million",,19,801,12741
"01-02-2002","2--3--13--14--17--29","2--3--13--14--17--29","$1.00 Million",,14,694,11001
"12-29-2001","12--15--17--33--36--41","12--15--17--33--36--41","$1.10 Million",1,16,716,11640
"12-26-2001","1--16--20--23--39--42","1--16--20--23--39--42","$1.00 Million",,11,590,9407
"12-22-2001","15--17--18--20--23--29","15--17--18--20--23--29","$4.90 Million",1,23,1035,16658
"12-19-2001","11--12--21--23--27--37","11--12--21--23--27--37","$4.60 Million",,30,1056,15937
"12-15-2001","3--9--12--18--37--40","3--9--12--18--37--40","$4.50 Million",,29,1045,17120
"12-12-2001","16--20--33--36--38--42","16--20--33--36--38--42","$4.30 Million",,17,827,13594
"12-08-2001","14--15--18--28--32--43","14--15--18--28--32--43","$4.10 Million",,21,929,14908
"12-05-2001","1--5--7--10--18--26","1--5--7--10--18--26","$3.90 Million",,23,1101,15936
"12-01-2001","9--11--14--21--28--41","9--11--14--21--28--41","$3.70 Million",,18,1008,15993
"11-28-2001","3--6--10--12--15--32","3--6--10--12--15--32","$3.50 Million",,24,913,14232
"11-24-2001","2--4--14--17--19--29","2--4--14--17--19--29","$3.40 Million",,21,959,14414
"11-21-2001","1--2--4--10--11--14","1--2--4--10--11--14","$3.20 Million",,28,1026,14777
"11-17-2001","2--6--19--22--33--37","2--6--19--22--33--37","$3.10 Million",,18,869,14275
"11-14-2001","8--11--21--24--31--37","8--11--21--24--31--37","$2.90 Million",,13,828,13114
"11-10-2001","3--8--22--23--35--40","3--8--22--23--35--40","$2.70 Million",,24,885,13874
"11-07-2001","15--24--30--35--38--44","15--24--30--35--38--44","$2.60 Million",,20,689,11691
"11-03-2001","4--6--22--24--32--35","4--6--22--24--32--35","$2.50 Million",,20,834,13553
"10-31-2001","11--13--15--21--23--39","11--13--15--21--23--39","$2.40 Million",,19,755,12446
"10-27-2001","19--25--30--35--37--44","19--25--30--35--37--44","$2.30 Million",,23,796,12849
"10-24-2001","12--21--22--29--39--42","12--21--22--29--39--42","$2.20 Million",,14,766,11887
"10-20-2001","2--8--12--41--42--43","2--8--12--41--42--43","$2.10 Million",,24,774,12721
"10-17-2001","4--12--17--37--38--39","4--12--17--37--38--39","$2.00 Million",,16,671,10759
"10-13-2001","10--13--24--26--32--43","10--13--24--26--32--43","$1.90 Million",,23,786,12328
"10-10-2001","6--16--19--29--34--38","6--16--19--29--34--38","$1.80 Million",,23,669,11144
"10-06-2001","4--19--25--29--35--37","4--19--25--29--35--37","$1.70 Million",,19,859,13006
"10-03-2001","1--9--10--26--35--41","1--9--10--26--35--41","$1.60 Million",,9,703,11779
"09-29-2001","9--15--18--32--38--44","9--15--18--32--38--44","$1.50 Million",,5,727,12255
"09-26-2001","2--9--14--23--25--43","2--9--14--23--25--43","$1.40 Million",,8,742,11113
"09-22-2001","5--16--18--19--29--44","5--16--18--19--29--44","$1.30 Million",,15,832,13294
"09-19-2001","9--23--28--31--40--42","9--23--28--31--40--42","$1.20 Million",,8,657,10497
"09-15-2001","2--8--22--28--29--38","2--8--22--28--29--38","$1.10 Million",,18,760,12716
"09-12-2001","18--27--28--34--41--42","18--27--28--34--41--42","$1.00 Million",,17,584,9960
"09-08-2001","20--27--31--35--39--44","20--27--31--35--39--44","$1.70 Million",1,15,828,13837
"09-05-2001","3--9--12--18--21--34","3--9--12--18--21--34","$1.60 Million",,28,941,13556
"09-01-2001","10--28--30--34--40--42","10--28--30--34--40--42","$1.50 Million",,21,840,14177
"08-29-2001","5--15--16--18--29--44","5--15--16--18--29--44","$1.40 Million",,10,790,12496
"08-25-2001","5--20--21--26--32--34","5--20--21--26--32--34","$1.30 Million",,17,1029,17605
"08-22-2001","6--10--19--24--32--41","6--10--19--24--32--41","$1.20 Million",,22,950,15185
"08-18-2001","12--14--26--27--33--38","12--14--26--27--33--38","$1.10 Million",,16,801,13808
"08-15-2001","3--15--19--27--40--41","3--15--19--27--40--41","$1.00 Million",,16,751,12288
"08-11-2001","2--7--9--21--35--42","2--7--9--21--35--42","$2.00 Million",1,24,1126,15277
"08-08-2001","7--20--22--23--27--28","7--20--22--23--27--28","$1.90 Million",,15,836,13062
"08-04-2001","8--10--24--29--30--42","8--10--24--29--30--42","$1.80 Million",,24,830,13737
"08-01-2001","9--10--13--15--27--40","9--10--13--15--27--40","$1.70 Million",,14,787,12147
"07-28-2001","6--7--9--23--40--41","6--7--9--23--40--41","$1.60 Million",,19,772,12984
"07-25-2001","20--23--33--35--36--43","20--23--33--35--36--43","$1.50 Million",,10,633,10334
"07-21-2001","1--8--10--29--33--35","1--8--10--29--33--35","$1.40 Million",,17,814,13144
"07-18-2001","8--14--26--27--31--35","8--14--26--27--31--35","$1.30 Million",,5,652,10974
"07-14-2001","6--9--20--26--43--44","6--9--20--26--43--44","$1.20 Million",,14,817,12898
"07-11-2001","1--2--12--16--27--28","1--2--12--16--27--28","$1.10 Million",,26,741,11893
"07-07-2001","7--17--22--23--27--39","7--17--22--23--27--39","$1.00 Million",,17,861,13689
"07-04-2001","2--9--15--27--37--44","2--9--15--27--37--44","$4.00 Million",2,28,949,14520
"06-30-2001","22--33--35--36--37--43","22--33--35--36--37--43","$3.90 Million",,14,876,14915
"06-27-2001","20--23--25--29--32--38","20--23--25--29--32--38","$3.60 Million",,23,791,12916
"06-23-2001","4--7--22--23--26--34","4--7--22--23--26--34","$3.50 Million",,20,917,15433
"06-20-2001","9--17--27--32--36--38","9--17--27--32--36--38","$3.20 Million",,15,741,12455
"06-16-2001","4--11--14--20--33--41","4--11--14--20--33--41","$3.10 Million",,14,864,13891
"06-13-2001","2--6--13--14--34--39","2--6--13--14--34--39","$2.90 Million",,21,743,11804
"06-09-2001","1--13--16--28--33--44","1--13--16--28--33--44","$2.70 Million",,20,882,13509
"06-06-2001","2--21--27--35--36--41","2--21--27--35--36--41","$2.50 Million",,12,718,11530
"06-02-2001","7--14--15--28--30--42","7--14--15--28--30--42","$2.40 Million",,20,1023,13722
"05-30-2001","18--24--25--26--35--36","18--24--25--26--35--36","$2.30 Million",,10,659,10685
"05-26-2001","1--20--31--37--38--40","1--20--31--37--38--40","$2.20 Million",,10,751,12230
"05-23-2001","2--9--25--27--30--34","2--9--25--27--30--34","$2.10 Million",,14,749,11784
"05-19-2001","6--17--19--25--29--36","6--17--19--25--29--36","$2.00 Million",,16,839,13589
"05-16-2001","3--15--16--19--21--33","3--15--16--19--21--33","$1.90 Million",,14,702,11539
"05-12-2001","15--25--29--36--38--43","15--25--29--36--38--43","$1.80 Million",,10,863,11621
"05-09-2001","11--12--15--22--24--32","11--12--15--22--24--32","$1.70 Million",,20,664,11088
"05-05-2001","6--7--21--33--36--44","6--7--21--33--36--44","$1.60 Million",,20,796,12731
"05-02-2001","1--16--35--36--37--42","1--16--35--36--37--42","$1.50 Million",,19,555,9602
"04-28-2001","1--16--17--36--40--43","1--16--17--36--40--43","$1.40 Million",,15,706,11121
"04-25-2001","2--6--22--23--29--43","2--6--22--23--29--43","$1.30 Million",,14,689,10828
"04-21-2001","10--22--25--33--34--36","10--22--25--33--34--36","$1.20 Million",,21,656,11449
"04-18-2001","5--11--31--36--39--44","5--11--31--36--39--44","$1.10 Million",,14,660,10628
"04-14-2001","8--13--14--24--27--38","8--13--14--24--27--38","$1.00 Million",,13,857,13227
"04-11-2001","3--6--15--30--37--41","3--6--15--30--37--41","$2.10 Million",2,18,752,12153
"04-07-2001","3--25--30--35--36--42","3--25--30--35--36--42","$2.00 Million",,12,767,13233
"04-04-2001","6--11--17--28--36--40","6--11--17--28--36--40","$1.90 Million",,22,788,11792
"03-31-2001","1--9--12--15--36--41","1--9--12--15--36--41","$1.80 Million",,22,859,13771
"03-28-2001","11--14--15--16--38--41","11--14--15--16--38--41","$1.70 Million",,14,614,10841
"03-24-2001","3--8--26--30--36--44","3--8--26--30--36--44","$1.60 Million",,19,877,13596
"03-21-2001","3--6--11--19--26--41","3--6--11--19--26--41","$1.50 Million",,9,947,13125
"03-17-2001","6--17--20--23--29--30","6--17--20--23--29--30","$1.40 Million",,15,833,13583
"03-14-2001","6--14--18--24--29--39","6--14--18--24--29--39","$1.30 Million",,27,740,11572
"03-10-2001","3--16--22--26--29--36","3--16--22--26--29--36","$1.20 Million",,21,824,13353
"03-07-2001","7--13--26--32--35--41","7--13--26--32--35--41","$1.10 Million",,8,692,11193
"03-03-2001","9--20--21--24--35--38","9--20--21--24--35--38","$1.00 Million",,15,717,12801
"02-28-2001","19--26--32--41--42--43","19--26--32--41--42--43","$1.50 Million",1,11,624,10544
"02-24-2001","2--3--10--16--29--43","2--3--10--16--29--43","$1.40 Million",,16,891,13800
"02-21-2001","4--6--13--21--28--38","4--6--13--21--28--38","$1.30 Million",,16,833,13128
"02-17-2001","2--8--13--14--16--18","2--8--13--14--16--18","$1.20 Million",,22,868,13762
"02-14-2001","14--18--25--28--34--41","14--18--25--28--34--41","$1.10 Million",,7,654,10918
"02-10-2001","6--11--13--19--34--42","6--11--13--19--34--42","$1.00 Million",,23,807,13107
"02-07-2001","2--4--6--19--25--26","2--4--6--19--25--26","$2.70 Million",1,24,935,14595
"02-03-2001","11--19--20--38--40--42","11--19--20--38--40--42","$2.60 Million",,24,847,14595
"01-31-2001","5--11--16--25--29--43","5--11--16--25--29--43","$2.40 Million",,9,862,12964
"01-27-2001","4--6--19--22--27--42","4--6--19--22--27--42","$2.30 Million",,21,886,14776
"01-24-2001","1--3--19--21--22--35","1--3--19--21--22--35","$2.20 Million",,17,869,13352
"01-20-2001","5--6--9--24--26--40","5--6--9--24--26--40","$2.10 Million",,12,929,14461
"01-17-2001","8--23--24--27--31--34","8--23--24--27--31--34","$2.00 Million",,14,681,11309
"01-13-2001","7--13--14--27--29--39","7--13--14--27--29--39","$1.90 Million",,19,933,14217
"01-10-2001","8--10--25--30--39--43","8--10--25--30--39--43","$1.80 Million",,21,691,11469
"01-06-2001","4--11--16--22--23--42","4--11--16--22--23--42","$1.70 Million",,22,842,13272
"01-03-2001","26--27--30--32--33--39","26--27--30--32--33--39","$1.60 Million",,7,589,9847
"12-30-2000","9--18--26--30--31--32","9--18--26--30--31--32","$1.50 Million",,12,744,12312
"12-27-2000","3--8--22--25--39--41","3--8--22--25--39--41","$1.40 Million",,14,648,10336
"12-23-2000","6--14--16--26--27--44","6--14--16--26--27--44","$1.30 Million",,14,793,13221
"12-20-2000","11--20--30--36--37--40","11--20--30--36--37--40","$1.20 Million",,14,660,10815
"12-16-2000","3--4--13--20--32--37","3--4--13--20--32--37","$1.10 Million",,12,717,12156
"12-13-2000","12--13--17--24--28--44","12--13--17--24--28--44","$1.00 Million",,14,651,10166
"12-09-2000","4--18--26--41--42--44","4--18--26--41--42--44","$3.80 Million",1,14,952,15599
"12-06-2000","7--8--18--20--24--39","7--8--18--20--24--39","$3.50 Million",,25,882,14797
"12-02-2000","14--24--26--30--31--38","14--24--26--30--31--38","$3.40 Million",,20,923,15649
"11-29-2000","8--18--20--26--33--37","8--18--20--26--33--37","$3.10 Million",,11,1003,16872
"11-25-2000","4--10--16--23--26--37","4--10--16--23--26--37","$2.90 Million",,17,1029,16089
"11-22-2000","3--8--24--39--41--44","3--8--24--39--41--44","$2.70 Million",,20,921,14866
"11-18-2000","3--11--19--29--36--43","3--11--19--29--36--43","$2.50 Million",,30,1183,16096
"11-15-2000","6--7--16--19--25--32","6--7--16--19--25--32","$2.30 Million",,23,855,13585
"11-11-2000","1--3--18--21--23--34","1--3--18--21--23--34","$2.20 Million",,29,958,14793
"11-08-2000","2--19--24--25--29--38","2--19--24--25--29--38","$2.00 Million",,17,790,12301
"11-04-2000","1--2--5--19--32--36","1--2--5--19--32--36","$1.90 Million",,21,864,14596
"11-01-2000","5--9--10--27--28--40","5--9--10--27--28--40","$1.80 Million",,17,837,13170
"10-28-2000","4--8--23--33--37--38","4--8--23--33--37--38","$1.70 Million",,17,823,13243
"10-25-2000","1--3--14--15--19--38","1--3--14--15--19--38","$1.60 Million",,11,762,12414
"10-21-2000","5--10--18--22--25--27","5--10--18--22--25--27","$1.50 Million",,24,894,14637
"10-18-2000","11--15--16--31--32--35","11--15--16--31--32--35","$1.40 Million",,11,614,10822
"10-14-2000","2--15--16--27--28--32","2--15--16--27--28--32","$1.30 Million",,9,782,12785
"10-11-2000","7--17--18--20--27--41","7--17--18--20--27--41","$1.20 Million",,20,706,11744
"10-07-2000","1--6--29--37--38--41","1--6--29--37--38--41","$1.10 Million",,16,744,12451
"10-04-2000","11--22--34--35--37--38","11--22--34--35--37--38","$1.00 Million",,11,692,11337
"09-30-2000","5--9--13--25--32--44","5--9--13--25--32--44","$6.80 Million",3,20,1236,19091
"09-27-2000","17--20--34--36--37--42","17--20--34--36--37--42","$6.50 Million",,18,826,14706
"09-23-2000","3--9--13--18--19--42","3--9--13--18--19--42","$6.40 Million",,26,1276,19260
"09-20-2000","2--7--13--14--15--35","2--7--13--14--15--35","$6.10 Million",,12,993,16714
"09-16-2000","1--7--18--23--34--42","1--7--18--23--34--42","$5.90 Million",,29,1084,17049
"09-13-2000","4--12--15--17--33--35","4--12--15--17--33--35","$5.60 Million",,14,891,14967
"09-09-2000","9--13--21--31--36--39","9--13--21--31--36--39","$5.40 Million",,23,1082,17345
"09-06-2000","13--18--22--24--28--42","13--18--22--24--28--42","$5.10 Million",,19,861,14141
"09-02-2000","1--4--7--13--26--40","1--4--7--13--26--40","$5.00 Million",,26,1190,18676
"08-30-2000","2--12--14--35--38--43","2--12--14--35--38--43","$4.70 Million",,17,851,13842
"08-26-2000","7--19--20--21--24--31","7--19--20--21--24--31","$4.50 Million",,19,1031,17034
"08-23-2000","21--22--24--25--27--44","21--22--24--25--27--44","$4.30 Million",,23,803,14050
"08-19-2000","13--21--33--39--40--42","13--21--33--39--40--42","$4.10 Million",,25,958,15622
"08-16-2000","7--12--21--24--29--35","7--12--21--24--29--35","$3.80 Million",,26,985,15425
"08-12-2000","1--7--10--11--14--25","1--7--10--11--14--25","$3.70 Million",,37,1226,18403
"08-09-2000","2--6--17--27--39--41","2--6--17--27--39--41","$3.40 Million",,17,822,13721
"08-05-2000","1--2--8--10--22--33","1--2--8--10--22--33","$3.30 Million",,23,1069,17195
"08-02-2000","13--15--22--28--30--39","13--15--22--28--30--39","$3.00 Million",,22,818,13503
"07-29-2000","7--12--13--30--31--39","7--12--13--30--31--39","$2.90 Million",,18,949,16091
"07-26-2000","3--10--21--26--39--41","3--10--21--26--39--41","$2.60 Million",,14,856,13480
"07-22-2000","5--26--27--29--31--38","5--26--27--29--31--38","$2.40 Million",,17,890,14811
"07-19-2000","2--12--21--22--27--34","2--12--21--22--27--34","$2.20 Million",,20,847,13784
"07-15-2000","9--10--13--16--24--39","9--10--13--16--24--39","$2.00 Million",,11,894,14957
"07-12-2000","1--8--21--27--34--37","1--8--21--27--34--37","$1.80 Million",,12,787,12732
"07-08-2000","4--14--15--17--21--32","4--14--15--17--21--32","$1.70 Million",,23,909,14189
"07-05-2000","6--7--25--30--33--42","6--7--25--30--33--42","$1.40 Million",,21,711,11520
"07-01-2000","8--10--12--35--36--39","8--10--12--35--36--39","$1.30 Million",,20,830,14335
"06-28-2000","2--5--9--11--26--36","2--5--9--11--26--36","$1.10 Million",,20,1030,13944
"06-24-2000","3--5--6--27--38--43","3--5--6--27--38--43","$1.00 Million",,20,881,14809
"06-21-2000","8--11--22--28--34--42","8--11--22--28--34--42","$1.20 Million",1,25,823,13165
"06-17-2000","10--13--22--29--30--35","10--13--22--29--30--35","$1.10 Million",,23,909,15294
"06-14-2000","2--4--16--19--23--30","2--4--16--19--23--30","$1.00 Million",,23,1095,15371
"06-10-2000","4--9--12--18--25--28","4--9--12--18--25--28","$19.00 Million",1,88,2816,42944
"06-07-2000","4--7--12--23--39--44","4--7--12--23--39--44","$18.50 Million",,60,2340,37130
"06-03-2000","2--4--22--26--32--33","2--4--22--26--32--33","$18.20 Million",,44,2281,37848
"05-31-2000","17--25--35--37--42--43","17--25--35--37--42--43","$17.60 Million",,42,1698,27322
"05-27-2000","1--8--22--26--35--40","1--8--22--26--35--40","$17.30 Million",,44,2030,31917
"05-24-2000","3--14--15--19--22--28","3--14--15--19--22--28","$16.70 Million",,44,1957,31271
"05-20-2000","3--4--5--12--27--36","3--4--5--12--27--36","$16.30 Million",,48,2142,34021
"05-17-2000","3--4--18--26--27--29","3--4--18--26--27--29","$15.80 Million",,47,1737,29253
"05-13-2000","4--7--28--30--39--40","4--7--28--30--39--40","$15.40 Million",,25,1792,29703
"05-10-2000","12--20--22--23--28--36","12--20--22--23--28--36","$14.70 Million",,41,2078,28466
"05-06-2000","3--12--14--19--37--38","3--12--14--19--37--38","$14.20 Million",,37,1947,31410
"05-03-2000","1--7--20--26--40--43","1--7--20--26--40--43","$13.80 Million",,49,1517,24532
"04-29-2000","1--9--16--21--23--31","1--9--16--21--23--31","$13.50 Million",,30,1614,27665
"04-26-2000","4--13--16--28--29--32","4--13--16--28--29--32","$13.00 Million",,35,1486,24126
"04-22-2000","1--3--7--14--25--31","1--3--7--14--25--31","$12.70 Million",,48,1864,29584
"04-19-2000","6--22--27--33--40--42","6--22--27--33--40--42","$12.30 Million",,26,1528,24551
"04-15-2000","3--18--19--22--24--39","3--18--19--22--24--39","$12.00 Million",,23,1775,26916
"04-12-2000","1--3--15--24--35--38","1--3--15--24--35--38","$11.50 Million",,33,1461,23836
"04-08-2000","12--15--18--24--39--41","12--15--18--24--39--41","$11.20 Million",,28,1509,24984
"04-05-2000","27--29--32--35--36--38","27--29--32--35--36--38","$10.70 Million",,39,1333,21761
"04-01-2000","3--20--32--33--37--40","3--20--32--33--37--40","$10.40 Million",,41,1556,25356
"03-29-2000","5--7--14--36--39--40","5--7--14--36--39--40","$10.00 Million",,35,1425,22912
"03-25-2000","8--11--22--28--29--36","8--11--22--28--29--36","$9.70 Million",,39,1928,26281
"03-22-2000","1--12--18--24--29--41","1--12--18--24--29--41","$9.20 Million",,31,1477,23578
"03-18-2000","3--8--15--23--31--44","3--8--15--23--31--44","$9.00 Million",,34,1735,26921
"03-15-2000","5--15--18--20--23--44","5--15--18--20--23--44","$8.70 Million",,37,1485,23730
"03-11-2000","4--5--7--9--17--26","4--5--7--9--17--26","$8.50 Million",,44,1879,28004
"03-08-2000","3--7--22--30--42--43","3--7--22--30--42--43","$7.70 Million",,29,1511,23392
"03-04-2000","4--5--8--21--26--39","4--5--8--21--26--39","$7.20 Million",,44,2042,32472
"03-01-2000","3--7--16--25--35--36","3--7--16--25--35--36","$6.70 Million",,31,1507,23923
"02-26-2000","17--20--21--26--30--41","17--20--21--26--30--41","$6.40 Million",,33,1283,21137
