"Draw Date","Numbers As Drawn","Numbers In Order","Jackpot","6 of 6","5 of 6","4 of 6","3 of 6"
"04-20-2016","18--34--5--15--31--16","5--15--16--18--31--34","$2.50 Million",0,12,584,9295
"04-16-2016","5--13--22--8--14--11","5--8--11--13--14--22","$2.40 Million",0,23,713,11186
"04-13-2016","19--32--10--15--26--18","10--15--18--19--26--32","$2.30 Million",0,9,572,9563
"04-09-2016","40--1--26--42--35--43","1--26--35--40--42--43","$2.20 Million",0,6,575,9383
"04-06-2016","26--12--8--34--20--24","8--12--20--24--26--34","$2.10 Million",0,8,631,9466
"04-02-2016","21--32--42--19--7--29","7--19--21--29--32--42","$2.00 Million",0,13,604,10438
"03-30-2016","3--32--15--18--36--28","3--15--18--28--32--36","$1.90 Million",0,8,506,8705
"03-26-2016","21--16--36--12--7--38","7--12--16--21--36--38","$1.80 Million",0,14,636,10104
"03-23-2016","20--15--11--14--2--32","2--11--14--15--20--32","$1.70 Million",0,11,550,8832
"03-19-2016","44--21--31--9--7--29","7--9--21--29--31--44","$1.60 Million",0,10,645,9852
"03-16-2016","43--25--24--39--20--22","20--22--24--25--39--43","$1.50 Million",0,10,501,8181
"03-12-2016","26--44--9--6--38--41","6--9--26--38--41--44","$1.40 Million",0,17,584,9163
"03-09-2016","16--25--13--11--8--21","8--11--13--16--21--25","$1.30 Million",0,15,615,9496
"03-05-2016","44--43--29--38--27--33","27--29--33--38--43--44","$1.20 Million",0,21,500,8663
"03-02-2016","41--23--42--43--17--11","11--17--23--41--42--43","$1.10 Million",0,8,514,8351
"02-27-2016","3--27--1--19--2--12","1--2--3--12--19--27","$1.00 Million",0,17,697,10559
"02-24-2016","1--32--25--3--13--8","1--3--8--13--25--32","$3.30 Million",1,17,709,11734
"02-20-2016","39--33--41--14--43--37","14--33--37--39--41--43","$3.20 Million",0,19,700,11629
"02-17-2016","39--19--38--29--44--18","18--19--29--38--39--44","$3.10 Million",0,16,660,10839
"02-13-2016","42--3--43--18--23--2","2--3--18--23--42--43","$3.00 Million",0,18,702,11979
"02-10-2016","44--25--41--7--29--20","7--20--25--29--41--44","$2.90 Million",0,10,631,10638
"02-06-2016","42--23--9--39--25--30","9--23--25--30--39--42","$2.80 Million",0,21,704,11503
"02-03-2016","24--26--18--3--37--44","3--18--24--26--37--44","$2.70 Million",0,12,658,11221
"01-30-2016","24--20--1--2--21--7","1--2--7--20--21--24","$2.60 Million",0,10,705,12593
"01-27-2016","16--44--40--6--28--36","6--16--28--36--40--44","$2.50 Million",0,15,704,10803
"01-23-2016","39--6--22--23--1--5","1--5--6--22--23--39","$2.40 Million",0,22,682,11453
"01-20-2016","40--44--19--10--20--16","10--16--19--20--40--44","$2.30 Million",0,11,566,10297
"01-16-2016","12--29--16--9--23--7","7--9--12--16--23--29","$2.20 Million",0,37,954,13043
"01-13-2016","1--10--17--5--40--3","1--3--5--10--17--40","$2.10 Million",0,21,1049,16607
"01-09-2016","40--3--19--43--38--37","3--19--37--38--40--43","$2.00 Million",0,6,823,13968
"01-06-2016","39--32--22--34--37--14","14--22--32--34--37--39","$1.90 Million",0,15,720,11317
"01-02-2016","31--5--4--34--24--43","4--5--24--31--34--43","$1.80 Million",0,17,602,10000
"12-30-2015","12--37--20--27--36--14","12--14--20--27--36--37","$1.70 Million",0,8,564,9062
"12-26-2015","27--18--4--15--40--33","4--15--18--27--33--40","$1.60 Million",0,11,507,8034
"12-23-2015","29--17--21--11--4--23","4--11--17--21--23--29","$1.50 Million",0,22,714,10649
"12-19-2015","37--25--14--41--19--27","14--19--25--27--37--41","$1.40 Million",0,8,559,9057
"12-16-2015","32--33--22--16--6--14","6--14--16--22--32--33","$1.30 Million",0,10,472,8007
"12-12-2015","39--20--29--8--5--40","5--8--20--29--39--40","$1.20 Million",0,19,504,8569
"12-09-2015","25--1--34--26--20--23","1--20--23--25--26--34","$1.10 Million",0,10,433,7488
"12-05-2015","41--3--10--43--18--12","3--10--12--18--41--43","$1.00 Million",0,13,542,8940
"12-02-2015","34--40--25--23--12--42","12--23--25--34--40--42","$4.00 Million",2,18,745,11757
"11-28-2015","8--13--43--35--30--37","8--13--30--35--37--43","$3.90 Million",0,10,644,10831
"11-25-2015","1--5--32--37--19--38","1--5--19--32--37--38","$3.80 Million",0,24,737,12066
"11-21-2015","28--20--3--19--2--6","2--3--6--19--20--28","$3.70 Million",0,21,866,12711
"11-18-2015","22--38--32--28--4--26","4--22--26--28--32--38","$3.60 Million",0,14,646,10975
"11-14-2015","3--13--21--12--25--31","3--12--13--21--25--31","$3.50 Million",0,25,787,12661
"11-11-2015","29--9--4--17--13--44","4--9--13--17--29--44","$3.40 Million",0,21,753,11754
"11-07-2015","25--21--8--42--37--19","8--19--21--25--37--42","$3.30 Million",0,9,738,11735
"11-04-2015","28--5--1--25--14--30","1--5--14--25--28--30","$3.20 Million",0,23,729,11316
"10-31-2015","10--17--12--36--23--4","4--10--12--17--23--36","$3.10 Million",0,14,770,12049
"10-28-2015","26--40--20--38--12--31","12--20--26--31--38--40","$3.00 Million",0,11,590,10137
"10-24-2015","13--6--4--32--18--17","4--6--13--17--18--32","$2.90 Million",0,11,660,10658
"10-21-2015","28--30--33--10--22--2","2--10--22--28--30--33","$2.80 Million",0,16,639,10126
"10-17-2015","14--40--15--36--33--19","14--15--19--33--36--40","$2.70 Million",0,14,608,9944
"10-14-2015","44--4--24--26--37--32","4--24--26--32--37--44","$2.60 Million",0,11,607,9541
"10-10-2015","9--37--14--16--12--4","4--9--12--14--16--37","$2.50 Million",0,12,645,10783
"10-07-2015","12--37--8--34--19--17","8--12--17--19--34--37","$2.40 Million",0,21,634,9741
"10-03-2015","44--20--32--24--14--38","14--20--24--32--38--44","$2.30 Million",0,9,616,9949
"09-30-2015","4--37--44--43--33--25","4--25--33--37--43--44","$2.20 Million",0,9,543,9285
"09-26-2015","42--15--16--20--14--13","13--14--15--16--20--42","$2.10 Million",0,11,572,9257
"09-23-2015","11--1--39--2--35--40","1--2--11--35--39--40","$2.00 Million",0,13,547,8936
"09-19-2015","38--41--32--22--20--19","19--20--22--32--38--41","$1.90 Million",0,13,528,9014
"09-16-2015","40--37--32--23--29--15","15--23--29--32--37--40","$1.80 Million",0,11,502,8310
"09-12-2015","20--33--11--37--4--9","4--9--11--20--33--37","$1.70 Million",0,17,626,9809
"09-09-2015","4--39--23--12--36--41","4--12--23--36--39--41","$1.60 Million",0,7,489,8392
"09-05-2015","32--33--3--39--2--9","2--3--9--32--33--39","$1.50 Million",0,11,554,8921
"09-02-2015","9--44--14--38--10--18","9--10--14--18--38--44","$1.40 Million",0,9,485,8563
"08-29-2015","10--11--35--19--36--7","7--10--11--19--35--36","$1.30 Million",0,9,595,9697
"08-26-2015","24--19--18--21--40--1","1--18--19--21--24--40","$1.20 Million",0,13,486,8247
"08-22-2015","1--10--24--18--11--30","1--10--11--18--24--30","$1.10 Million",0,15,676,9543
"08-19-2015","18--36--42--26--17--22","17--18--22--26--36--42","$1.00 Million",0,7,441,7629
"08-15-2015","22--43--4--12--30--13","4--12--13--22--30--43","$1.10 Million",2,12,579,9186
"08-12-2015","27--25--32--3--2--40","2--3--25--27--32--40","$1.00 Million",0,6,471,8195
"08-08-2015","23--18--34--21--3--4","3--4--18--21--23--34","$5.70 Million",1,19,1020,17419
"08-05-2015","39--35--4--12--16--44","4--12--16--35--39--44","$5.60 Million",0,23,1065,16508
"08-01-2015","39--34--40--36--8--20","8--20--34--36--39--40","$5.50 Million",0,17,957,15708
"07-29-2015","30--27--16--9--18--43","9--16--18--27--30--43","$5.40 Million",0,11,1016,15557
"07-25-2015","33--25--42--29--44--3","3--25--29--33--42--44","$5.30 Million",0,20,925,14893
"07-22-2015","5--23--8--12--40--37","5--8--12--23--37--40","$5.20 Million",0,26,952,14848
"07-18-2015","25--42--24--36--6--40","6--24--25--36--40--42","$5.10 Million",0,21,890,14633
"07-15-2015","20--42--25--22--33--3","3--20--22--25--33--42","$5.00 Million",0,25,885,14260
"07-11-2015","12--28--41--14--37--19","12--14--19--28--37--41","$4.90 Million",0,23,890,14726
"07-08-2015","10--33--1--37--29--20","1--10--20--29--33--37","$4.80 Million",0,27,839,13290
"07-04-2015","42--21--9--6--27--24","6--9--21--24--27--42","$4.70 Million",0,21,917,13765
"07-01-2015","30--16--20--23--43--41","16--20--23--30--41--43","$4.60 Million",0,16,798,12540
"06-27-2015","5--22--41--25--7--10","5--7--10--22--25--41","$4.50 Million",0,17,886,14230
"06-24-2015","28--10--39--32--3--19","3--10--19--28--32--39","$4.40 Million",0,15,787,12969
"06-20-2015","14--10--28--27--6--38","6--10--14--27--28--38","$4.30 Million",0,26,895,13753
"06-17-2015","35--21--12--11--24--16","11--12--16--21--24--35","$4.20 Million",0,10,803,13138
"06-13-2015","34--24--7--21--1--33","1--7--21--24--33--34","$4.10 Million",0,20,786,12859
"06-10-2015","20--29--24--30--14--32","14--20--24--29--30--32","$4.00 Million",0,15,719,11694
"06-06-2015","32--27--34--15--21--25","15--21--25--27--32--34","$3.90 Million",0,23,752,11739
"06-03-2015","2--41--8--19--44--4","2--4--8--19--41--44","$3.80 Million",0,14,800,12051
"05-30-2015","15--22--13--12--36--8","8--12--13--15--22--36","$3.70 Million",0,14,892,12109
"05-27-2015","42--16--7--13--35--39","7--13--16--35--39--42","$3.60 Million",0,6,624,10787
"05-23-2015","9--43--17--41--32--11","9--11--17--32--41--43","$3.50 Million",0,15,693,11182
"05-20-2015","34--23--18--31--26--10","10--18--23--26--31--34","$3.40 Million",0,14,723,10363
"05-16-2015","28--19--29--36--1--39","1--19--28--29--36--39","$3.30 Million",0,16,687,11123
"05-13-2015","21--4--30--41--44--14","4--14--21--30--41--44","$3.20 Million",0,9,628,10574
"05-09-2015","27--5--12--6--37--26","5--6--12--26--27--37","$3.10 Million",0,12,688,11749
"05-06-2015","1--43--19--17--27--15","1--15--17--19--27--43","$3.00 Million",0,21,663,10168
"05-02-2015","11--43--42--27--20--32","11--20--27--32--42--43","$2.90 Million",0,16,617,10411
"04-29-2015","42--2--30--26--17--21","2--17--21--26--30--42","$2.80 Million",0,11,600,9514
"04-25-2015","16--4--8--22--23--20","4--8--16--20--22--23","$2.70 Million",0,15,751,10563
"04-22-2015","15--42--1--29--38--33","1--15--29--33--38--42","$2.60 Million",0,7,571,9069
"04-18-2015","19--10--9--23--13--4","4--9--10--13--19--23","$2.50 Million",0,15,714,11163
"04-15-2015","19--8--15--6--37--22","6--8--15--19--22--37","$2.40 Million",0,12,594,9743
"04-11-2015","31--36--22--41--20--28","20--22--28--31--36--41","$2.30 Million",0,17,609,9638
"04-08-2015","20--37--22--2--26--11","2--11--20--22--26--37","$2.20 Million",0,20,604,9738
"04-04-2015","10--24--17--26--40--23","10--17--23--24--26--40","$2.10 Million",0,14,596,9960
"04-01-2015","8--38--27--12--9--28","8--9--12--27--28--38","$2.00 Million",0,12,653,9779
"03-28-2015","27--31--3--39--29--23","3--23--27--29--31--39","$1.90 Million",0,14,557,9549
"03-25-2015","35--15--8--7--13--31","7--8--13--15--31--35","$1.80 Million",0,12,515,8869
"03-21-2015","39--11--6--41--22--37","6--11--22--37--39--41","$1.70 Million",0,15,614,9415
"03-18-2015","25--31--35--4--42--17","4--17--25--31--35--42","$1.60 Million",0,10,487,8338
"03-14-2015","10--14--43--11--3--36","3--10--11--14--36--43","$1.50 Million",0,15,596,9555
"03-11-2015","38--11--32--18--22--39","11--18--22--32--38--39","$1.40 Million",0,11,521,8064
"03-07-2015","10--30--42--37--11--32","10--11--30--32--37--42","$1.30 Million",0,12,512,8949
"03-04-2015","7--29--8--6--26--10","6--7--8--10--26--29","$1.20 Million",0,13,590,8841
"02-28-2015","22--29--30--37--25--14","14--22--25--29--30--37","$1.10 Million",0,9,474,8566
"02-25-2015","8--10--17--27--26--18","8--10--17--18--26--27","$1.00 Million",0,7,515,8751
"02-21-2015","8--27--16--38--6--30","6--8--16--27--30--38","$2.20 Million",1,16,571,10227
"02-18-2015","15--38--44--2--23--31","2--15--23--31--38--44","$2.10 Million",0,14,553,8490
"02-14-2015","29--11--27--19--12--9","9--11--12--19--27--29","$2.00 Million",0,17,743,11569
"02-11-2015","39--26--11--23--8--42","8--11--23--26--39--42","$1.90 Million",0,18,771,12057
"02-07-2015","18--42--30--15--21--29","15--18--21--29--30--42","$1.80 Million",0,14,685,10309
"02-04-2015","16--38--43--44--11--20","11--16--20--38--43--44","$1.70 Million",0,17,547,8681
"01-31-2015","34--35--44--22--39--8","8--22--34--35--39--44","$1.60 Million",0,8,591,9176
"01-28-2015","8--10--21--11--2--34","2--8--10--11--21--34","$1.50 Million",0,18,570,9247
"01-24-2015","40--20--38--42--19--43","19--20--38--40--42--43","$1.40 Million",0,10,551,8332
"01-21-2015","8--24--1--43--44--42","1--8--24--42--43--44","$1.30 Million",0,11,503,7825
"01-17-2015","42--18--30--40--38--21","18--21--30--38--40--42","$1.20 Million",0,8,524,8543
"01-14-2015","41--42--19--22--32--14","14--19--22--32--41--42","$1.10 Million",0,7,470,7395
"01-10-2015","32--7--44--19--5--41","5--7--19--32--41--44","$1.00 Million",0,9,571,8828
"01-07-2015","35--15--33--9--38--43","9--15--33--35--38--43","$3.60 Million",1,12,626,10222
"01-03-2015","41--8--4--24--11--35","4--8--11--24--35--41","$3.50 Million",0,11,754,11949
"12-31-2014","35--43--36--21--2--6","2--6--21--35--36--43","$3.40 Million",0,14,751,11993
"12-27-2014","23--22--25--2--7--18","2--7--18--22--23--25","$3.30 Million",0,18,713,10983
"12-24-2014","37--1--9--33--32--12","1--9--12--32--33--37","$3.20 Million",0,18,792,12411
"12-20-2014","23--17--44--13--27--34","13--17--23--27--34--44","$3.10 Million",0,17,744,11287
"12-17-2014","12--26--4--21--25--2","2--4--12--21--25--26","$3.00 Million",0,24,770,11404
"12-13-2014","37--39--22--26--4--9","4--9--22--26--37--39","$2.90 Million",0,13,628,10590
"12-10-2014","39--22--2--27--30--43","2--22--27--30--39--43","$2.80 Million",0,18,618,9824
"12-06-2014","13--30--31--32--15--5","5--13--15--30--31--32","$2.70 Million",0,16,628,10118
"12-03-2014","10--11--1--33--14--3","1--3--10--11--14--33","$2.60 Million",0,14,709,10592
"11-29-2014","20--21--12--19--41--1","1--12--19--20--21--41","$2.50 Million",0,8,580,9663
"11-26-2014","4--44--3--29--1--17","1--3--4--17--29--44","$2.40 Million",0,13,584,9927
"11-22-2014","11--18--40--34--9--31","9--11--18--31--34--40","$2.30 Million",0,7,575,9891
"11-19-2014","32--12--9--26--43--6","6--9--12--26--32--43","$2.20 Million",0,9,562,9282
"11-15-2014","35--32--24--7--11--31","7--11--24--31--32--35","$2.10 Million",0,17,622,10231
"11-12-2014","30--26--28--36--9--40","9--26--28--30--36--40","$2.00 Million",0,11,554,8777
"11-08-2014","29--12--28--17--44--24","12--17--24--28--29--44","$1.90 Million",0,17,597,9867
"11-05-2014","13--41--29--20--28--37","13--20--28--29--37--41","$1.80 Million",0,10,520,8858
"11-01-2014","13--5--6--32--12--15","5--6--12--13--15--32","$1.70 Million",0,11,609,9306
"10-29-2014","10--3--21--25--24--18","3--10--18--21--24--25","$1.60 Million",0,11,573,9017
"10-25-2014","23--37--35--6--4--29","4--6--23--29--35--37","$1.50 Million",0,13,557,9108
"10-22-2014","6--23--14--11--13--3","3--6--11--13--14--23","$1.40 Million",0,12,600,9130
"10-18-2014","39--28--21--24--1--18","1--18--21--24--28--39","$1.30 Million",0,9,519,8694
"10-15-2014","23--19--9--1--28--41","1--9--19--23--28--41","$1.20 Million",0,9,539,8186
"10-11-2014","21--13--6--9--23--4","4--6--9--13--21--23","$1.10 Million",0,11,643,9456
"10-08-2014","21--12--15--40--42--14","12--14--15--21--40--42","$1.00 Million",0,10,500,7582
"10-04-2014","19--36--5--14--22--43","5--14--19--22--36--43","$3.80 Million",1,16,773,12235
"10-01-2014","33--32--37--21--20--2","2--20--21--32--33--37","$3.70 Million",0,24,691,11189
"09-27-2014","37--43--6--31--41--23","6--23--31--37--41--43","$3.60 Million",0,17,777,11569
"09-24-2014","15--41--35--21--40--12","12--15--21--35--40--41","$3.50 Million",0,12,689,11379
"09-20-2014","21--43--33--44--18--37","18--21--33--37--43--44","$3.40 Million",0,9,721,11360
"09-17-2014","14--17--9--28--1--42","1--9--14--17--28--42","$3.30 Million",0,11,638,11146
"09-13-2014","15--35--9--30--18--3","3--9--15--18--30--35","$3.20 Million",0,15,824,12246
"09-10-2014","44--34--22--36--25--1","1--22--25--34--36--44","$3.10 Million",0,5,646,10220
"09-06-2014","5--32--20--29--11--7","5--7--11--20--29--32","$3.00 Million",0,26,821,12081
"09-03-2014","37--31--41--43--18--32","18--31--32--37--41--43","$2.90 Million",0,9,582,9311
"08-30-2014","21--2--18--30--38--17","2--17--18--21--30--38","$2.80 Million",0,19,651,10544
"08-27-2014","37--16--41--6--24--2","2--6--16--24--37--41","$2.70 Million",0,16,629,9546
"08-23-2014","1--16--11--32--20--40","1--11--16--20--32--40","$2.60 Million",0,13,697,10560
"08-20-2014","3--26--8--43--12--10","3--8--10--12--26--43","$2.50 Million",0,9,644,10291
"08-16-2014","6--1--44--37--36--8","1--6--8--36--37--44","$2.40 Million",0,9,639,10129
"08-13-2014","20--37--26--40--42--22","20--22--26--37--40--42","$2.30 Million",0,11,555,9018
"08-09-2014","26--9--2--1--18--7","1--2--7--9--18--26","$2.20 Million",0,14,734,11131
"08-06-2014","16--1--4--31--18--32","1--4--16--18--31--32","$2.10 Million",0,9,516,9316
"08-02-2014","38--11--26--37--24--5","5--11--24--26--37--38","$2.00 Million",0,13,615,10601
"07-30-2014","15--42--3--12--33--34","3--12--15--33--34--42","$1.90 Million",0,12,547,9435
"07-26-2014","37--21--9--43--23--6","6--9--21--23--37--43","$1.80 Million",0,10,681,10499
"07-23-2014","19--30--16--26--37--14","14--16--19--26--30--37","$1.70 Million",0,7,619,9610
"07-19-2014","11--7--6--23--37--31","6--7--11--23--31--37","$1.60 Million",0,21,732,11229
"07-16-2014","5--17--7--31--3--19","3--5--7--17--19--31","$1.50 Million",0,15,733,10759
"07-12-2014","40--14--24--21--26--7","7--14--21--24--26--40","$1.40 Million",0,14,622,10623
"07-09-2014","16--20--25--4--35--3","3--4--16--20--25--35","$1.30 Million",0,5,593,9363
"07-05-2014","27--5--30--42--9--15","5--9--15--27--30--42","$1.20 Million",0,18,666,9936
"07-02-2014","29--9--22--40--1--41","1--9--22--29--40--41","$1.10 Million",0,4,514,8702
"06-28-2014","36--33--14--42--15--40","14--15--33--36--40--42","$1.00 Million",0,4,484,7737
"06-25-2014","1--22--41--10--38--42","1--10--22--38--41--42","$3.00 Million",1,20,692,10819
"06-21-2014","30--33--25--32--12--13","12--13--25--30--32--33","$2.90 Million",0,14,691,10468
"06-18-2014","2--15--43--35--39--11","2--11--15--35--39--43","$2.80 Million",0,9,629,10195
"06-14-2014","3--44--13--4--40--12","3--4--12--13--40--44","$2.70 Million",0,16,719,11574
"06-11-2014","23--42--20--35--25--12","12--20--23--25--35--42","$2.60 Million",0,14,638,10007
"06-07-2014","24--5--4--3--39--43","3--4--5--24--39--43","$2.50 Million",0,14,625,10584
"06-04-2014","11--17--21--40--30--25","11--17--21--25--30--40","$2.40 Million",0,13,645,10330
"05-31-2014","36--44--14--40--7--18","7--14--18--36--40--44","$2.30 Million",0,16,611,10302
"05-28-2014","44--8--19--39--11--16","8--11--16--19--39--44","$2.20 Million",0,14,630,9530
"05-24-2014","1--43--42--38--8--37","1--8--37--38--42--43","$2.10 Million",0,12,603,9602
"05-21-2014","5--11--19--18--1--38","1--5--11--18--19--38","$2.00 Million",0,12,565,9869
"05-17-2014","12--11--26--28--9--38","9--11--12--26--28--38","$1.90 Million",0,7,635,10376
"05-14-2014","10--4--22--8--39--44","4--8--10--22--39--44","$1.80 Million",0,17,590,9173
"05-10-2014","25--10--41--38--20--32","10--20--25--32--38--41","$1.70 Million",0,12,558,9152
"05-07-2014","23--36--40--30--34--29","23--29--30--34--36--40","$1.60 Million",0,9,496,8283
"05-03-2014","14--12--32--37--34--6","6--12--14--32--34--37","$1.50 Million",0,9,532,8989
"04-30-2014","38--19--44--35--4--11","4--11--19--35--38--44","$1.40 Million",0,16,637,9098
"04-26-2014","2--6--39--13--27--38","2--6--13--27--38--39","$1.30 Million",0,11,596,9436
"04-23-2014","4--8--39--21--7--13","4--7--8--13--21--39","$1.20 Million",0,11,607,9332
"04-19-2014","17--20--15--3--27--1","1--3--15--17--20--27","$1.10 Million",0,11,597,9700
"04-16-2014","13--44--26--16--23--9","9--13--16--23--26--44","$1.00 Million",0,5,528,8710
"04-12-2014","17--29--13--9--21--3","3--9--13--17--21--29","$2.50 Million",1,25,869,12292
"04-09-2014","9--4--30--13--43--1","1--4--9--13--30--43","$2.40 Million",0,11,692,11294
"04-05-2014","17--20--11--15--3--4","3--4--11--15--17--20","$2.30 Million",0,16,742,12037
"04-02-2014","15--7--31--19--22--13","7--13--15--19--22--31","$2.20 Million",0,17,697,10711
"03-29-2014","42--25--12--34--6--35","6--12--25--34--35--42","$2.10 Million",0,14,633,10523
"03-26-2014","12--9--37--30--2--14","2--9--12--14--30--37","$2.00 Million",0,16,663,10373
"03-22-2014","27--31--21--32--40--4","4--21--27--31--32--40","$1.90 Million",0,16,598,10105
"03-19-2014","28--24--15--42--40--10","10--15--24--28--40--42","$1.80 Million",0,16,614,9347
"03-15-2014","14--18--11--12--6--33","6--11--12--14--18--33","$1.70 Million",0,12,647,10599
"03-12-2014","43--32--1--4--13--3","1--3--4--13--32--43","$1.60 Million",0,12,546,9051
"03-08-2014","38--34--35--1--23--31","1--23--31--34--35--38","$1.50 Million",0,9,555,9229
"03-05-2014","23--26--36--21--40--7","7--21--23--26--36--40","$1.40 Million",0,12,563,8555
"03-01-2014","40--8--15--22--1--18","1--8--15--18--22--40","$1.30 Million",0,13,688,10916
"02-26-2014","19--43--29--39--7--40","7--19--29--39--40--43","$1.20 Million",0,14,575,8830
"02-22-2014","38--27--22--39--16--26","16--22--26--27--38--39","$1.10 Million",0,4,514,8927
"02-19-2014","32--39--44--25--9--19","9--19--25--32--39--44","$1.00 Million",0,21,650,10570
"02-15-2014","40--7--16--11--18--8","7--8--11--16--18--40","$2.30 Million",2,11,760,12810
"02-12-2014","9--12--27--33--15--4","4--9--12--15--27--33","$2.20 Million",0,8,703,11143
"02-08-2014","17--37--11--2--7--12","2--7--11--12--17--37","$2.10 Million",0,21,836,12457
"02-05-2014","40--31--34--4--21--35","4--21--31--34--35--40","$2.00 Million",0,12,515,8599
"02-01-2014","9--20--42--28--15--41","9--15--20--28--41--42","$1.90 Million",0,20,636,10364
"01-29-2014","30--19--26--43--36--41","19--26--30--36--41--43","$1.80 Million",0,8,589,9280
"01-25-2014","34--2--19--38--21--39","2--19--21--34--38--39","$1.70 Million",0,16,601,9930
"01-22-2014","24--43--2--17--14--7","2--7--14--17--24--43","$1.60 Million",0,12,643,10108
"01-18-2014","7--28--29--26--44--13","7--13--26--28--29--44","$1.50 Million",0,13,648,10968
"01-15-2014","2--26--29--6--36--28","2--6--26--28--29--36","$1.40 Million",0,6,599,9724
"01-11-2014","15--26--31--12--43--27","12--15--26--27--31--43","$1.30 Million",0,7,624,9977
"01-08-2014","21--20--44--17--12--25","12--17--20--21--25--44","$1.20 Million",0,13,449,8122
"01-04-2014","5--15--36--33--29--14","5--14--15--29--33--36","$1.10 Million",0,13,660,10520
"01-01-2014","38--27--11--19--3--2","2--3--11--19--27--38","$1.00 Million",0,15,791,10455
"12-28-2013","14--40--23--6--19--15","6--14--15--19--23--40","$3.10 Million",1,19,800,13272
"12-25-2013","11--35--28--39--9--44","9--11--28--35--39--44","$3.00 Million",0,8,765,12135
"12-21-2013","29--8--28--43--5--33","5--8--28--29--33--43","$2.90 Million",0,11,717,12477
"12-18-2013","13--39--20--25--28--27","13--20--25--27--28--39","$2.80 Million",0,14,773,12930
"12-14-2013","17--25--4--8--34--7","4--7--8--17--25--34","$2.70 Million",0,16,760,12285
"12-11-2013","42--34--32--18--26--16","16--18--26--32--34--42","$2.60 Million",0,11,685,10244
"12-07-2013","11--30--34--39--44--32","11--30--32--34--39--44","$2.50 Million",0,10,595,9748
"12-04-2013","5--20--32--31--44--26","5--20--26--31--32--44","$2.40 Million",0,15,674,10998
"11-30-2013","12--38--40--26--18--6","6--12--18--26--38--40","$2.30 Million",0,16,617,10387
"11-27-2013","40--7--37--44--5--19","5--7--19--37--40--44","$2.20 Million",0,21,694,11143
"11-23-2013","8--5--31--32--2--28","2--5--8--28--31--32","$2.10 Million",0,14,754,11195
"11-20-2013","5--39--44--21--33--12","5--12--21--33--39--44","$2.00 Million",0,16,606,10118
"11-16-2013","32--12--43--16--13--28","12--13--16--28--32--43","$1.90 Million",0,12,626,10065
"11-13-2013","16--38--29--24--42--36","16--24--29--36--38--42","$1.80 Million",0,18,562,9271
"11-09-2013","43--19--28--33--38--6","6--19--28--33--38--43","$1.70 Million",0,17,616,10133
"11-06-2013","24--44--16--6--40--39","6--16--24--39--40--44","$1.60 Million",0,13,543,9115
"11-02-2013","28--39--2--6--36--24","2--6--24--28--36--39","$1.50 Million",0,15,587,10289
"10-30-2013","4--16--42--29--26--11","4--11--16--26--29--42","$1.40 Million",0,10,626,9322
"10-26-2013","4--16--5--43--40--8","4--5--8--16--40--43","$1.30 Million",0,13,595,10130
"10-23-2013","43--21--26--22--3--11","3--11--21--22--26--43","$1.20 Million",0,15,640,10137
"10-19-2013","38--2--19--16--40--37","2--16--19--37--38--40","$1.10 Million",0,12,583,9102
"10-16-2013","21--38--22--35--14--32","14--21--22--32--35--38","$1.00 Million",0,10,520,9059
"10-12-2013","13--39--17--29--16--25","13--16--17--25--29--39","$4.70 Million",1,21,1010,16582
"10-09-2013","27--6--15--26--5--1","1--5--6--15--26--27","$4.50 Million",0,18,1009,16627
"10-05-2013","26--36--20--25--19--35","19--20--25--26--35--36","$4.40 Million",0,20,980,16037
"10-02-2013","44--17--36--26--18--22","17--18--22--26--36--44","$4.30 Million",0,21,949,15674
"09-28-2013","31--29--21--34--7--16","7--16--21--29--31--34","$4.20 Million",0,22,1004,16514
"09-25-2013","11--8--42--44--21--37","8--11--21--37--42--44","$4.10 Million",0,28,975,15738
"09-21-2013","10--21--20--32--27--13","10--13--20--21--27--32","$4.00 Million",0,23,971,16178
"09-18-2013","16--33--41--13--40--15","13--15--16--33--40--41","$3.90 Million",0,21,975,15922
"09-14-2013","28--10--5--2--21--30","2--5--10--21--28--30","$3.80 Million",0,23,1147,16799
"09-11-2013","5--29--37--7--16--28","5--7--16--28--29--37","$3.70 Million",0,26,901,14745
"09-07-2013","19--31--28--34--18--40","18--19--28--31--34--40","$3.60 Million",0,20,886,14370
"09-04-2013","44--18--27--41--6--38","6--18--27--38--41--44","$3.50 Million",0,13,862,13166
"08-31-2013","34--3--40--26--14--27","3--14--26--27--34--40","$3.40 Million",0,9,835,13392
"08-28-2013","36--34--35--7--25--1","1--7--25--34--35--36","$3.30 Million",0,19,782,12259
"08-24-2013","4--8--44--37--21--18","4--8--18--21--37--44","$3.20 Million",0,15,889,13902
"08-21-2013","32--20--27--7--36--21","7--20--21--27--32--36","$3.10 Million",0,15,814,12915
"08-17-2013","30--19--36--25--4--34","4--19--25--30--34--36","$3.00 Million",0,20,865,13233
"08-14-2013","1--28--42--29--36--10","1--10--28--29--36--42","$2.90 Million",0,14,714,11793
"08-10-2013","25--14--32--7--2--21","2--7--14--21--25--32","$2.80 Million",0,17,829,13014
"08-07-2013","11--37--28--23--27--32","11--23--27--28--32--37","$2.70 Million",0,20,854,14240
"08-03-2013","35--17--11--24--27--28","11--17--24--27--28--35","$2.60 Million",0,16,843,13578
