Draw Date	Numbers As Drawn	Numbers In Order	Jackpot	6 of 6	5 of 6	4 of 6	3 of 6
26-Aug-09	6:37:18:3:21:7	3:6:7:18:21:37	$4.2 Million	0	28	1230	20550
29-Aug-09	21:36:23:35:26:38	21:23:26:35:36:38	$4.4 Million	1	30	1181	19079
2-Sep-09	23:31:4:18:2:34	2:4:18:23:31:34	$1.0 Million	0	14	772	13060
5-Sep-09	6:44:34:14:30:33	6:14:30:33:34:44	$1.1 Million	0	12	768	13827
9-Sep-09	2:8:13:25:10:16	2:8:10:13:16:25	$1.2 Million	0	15	917	13864
12-Sep-09	41:17:30:24:6:15	6:15:17:24:30:41	$1.3 Million	0	14	847	14146
16-Sep-09	13:21:23:15:18:24	13:15:18:21:23:24	$1.4 Million	0	20	877	12962
19-Sep-09	39:13:9:16:35:21	9:13:16:21:35:39	$1.5 Million	0	14	972	14557
23-Sep-09	38:14:7:27:6:12	6:7:12:14:27:38	$1.6 Million	0	19	953	14359
26-Sep-09	26:38:33:12:22:31	12:22:26:31:33:38	$1.7 Million	0	18	871	14457
30-Sep-09	4:9:37:20:26:12	4:9:12:20:26:37	$1.8 Million	0	21	1003	14961
3-Oct-09	13:34:36:43:18:16	13:16:18:34:36:43	$1.9 Million	0	20	907	14829
7-Oct-09	37:40:14:11:34:38	11:14:34:37:38:40	$2.0 Million	1	11	749	13099
10-Oct-09	15:25:41:11:27:36	11:15:25:27:36:41	$1.0 Million	0	18	779	12772
14-Oct-09	42:3:19:7:18:27	3:7:18:19:27:42	$1.1 Million	1	17	806	12782
17-Oct-09	27:31:15:36:35:8	8:15:27:31:35:36	$1.0 Million	0	11	748	12374
21-Oct-09	43:36:15:8:32:7	7:8:15:32:36:43	$1.1 Million	0	14	768	11536
24-Oct-09	11:21:22:39:9:17	9:11:17:21:22:39	$1.2 Million	0	15	824	13436
28-Oct-09	21:43:7:31:24:3	3:7:21:24:31:43	$1.3 Million	0	9	796	12766
31-Oct-09	20:37:41:1:16:39	1:16:20:37:39:41	$1.4 Million	0	15	716	12642
4-Nov-09	43:39:40:2:11:29	2:11:29:39:40:43	$1.5 Million	0	16	786	12079
7-Nov-09	5:36:8:35:38:43	5:8:35:36:38:43	$1.6 Million	0	19	767	12934
11-Nov-09	28:9:27:1:14:3	1:3:9:14:27:28	$1.7 Million	0	23	844	13263
14-Nov-09	40:18:13:12:10:42	10:12:13:18:40:42	$1.8 Million	0	19	795	13193
18-Nov-09	7:14:29:36:35:15	7:14:15:29:35:36	$1.9 Million	0	18	785	12345
21-Nov-09	26:19:2:6:31:33	2:6:19:26:31:33	$2.0 Million	0	17	826	14013
25-Nov-09	32:28:25:17:9:43	9:17:25:28:32:43	$2.1 Million	0	16	835	13424
28-Nov-09	6:29:8:23:31:11	6:8:11:23:29:31	$2.2 Million	0	21	876	13613
2-Dec-09	16:31:32:43:5:21	5:16:21:31:32:43	$2.3 Million	0	23	848	12904
5-Dec-09	33:17:24:43:12:35	12:17:24:33:35:43	$2.4 Million	0	17	811	13705
9-Dec-09	22:35:23:24:26:18	18:22:23:24:26:35	$2.5 Million	0	17	738	12171
12-Dec-09	13:40:42:37:9:28	9:13:28:37:40:42	$2.6 Million	0	21	880	13829
16-Dec-09	10:17:1:5:15:22	1:5:10:15:17:22	$2.7 Million	1	30	984	14395
19-Dec-09	31:4:27:38:3:8	3:4:8:27:31:38	$1.0 Million	0	22	835	13203
23-Dec-09	1:6:23:33:8:11	1:6:8:11:23:33	$1.1 Million	0	21	853	13379
26-Dec-09	31:2:37:34:22:29	2:22:29:31:34:37	$1.2 Million	0	18	679	10454
30-Dec-09	32:41:14:15:12:30	12:14:15:30:32:41	$1.3 Million	0	7	652	11029
2-Jan-10	41:36:24:30:1:34	1:24:30:34:36:41	$1.4 Million	0	11	779	11419
6-Jan-10	35:19:38:44:17:32	17:19:32:35:38:44	$1.5 Million	0	10	699	11459
9-Jan-10	33:32:36:41:19:40	19:32:33:36:40:41	$1.6 Million	0	14	722	10763
13-Jan-10	23:3:31:6:34:28	3:6:23:28:31:34	$1.7 Million	0	19	804	12234
16-Jan-10	19:31:23:36:17:44	17:19:23:31:36:44	$1.8 Million	0	17	807	12798
20-Jan-10	13:28:21:2:33:43	2:13:21:28:33:43	$1.9 Million	0	23	768	12272
23-Jan-10	7:6:31:13:43:25	6:7:13:25:31:43	$2.0 Million	0	25	932	14150
27-Jan-10	12:21:39:30:15:8	8:12:15:21:30:39	$2.1 Million	0	22	892	13630
30-Jan-10	28:27:13:33:3:35	3:13:27:28:33:35	$2.2 Million	0	14	845	13807
3-Feb-10	32:39:18:43:22:40	18:22:32:39:40:43	$2.3 Million	0	18	750	12347
6-Feb-10	12:23:17:19:44:20	12:17:19:20:23:44	$2.4 Million	0	26	858	14578
10-Feb-10	27:7:3:24:17:10	3:7:10:17:24:27	$2.5 Million	0	28	938	14163
13-Feb-10	37:16:5:38:31:40	5:16:31:37:38:40	$2.6 Million	0	20	825	13452
17-Feb-10	16:35:40:4:23:30	4:16:23:30:35:40	$2.7 Million	0	24	738	12151
20-Feb-10	7:43:9:21:12:14	7:9:12:14:21:43	$2.8 Million	0	20	958	15727
24-Feb-10	24:5:8:25:43:18	5:8:18:24:25:43	$2.9 Million	0	16	854	13059
27-Feb-10	7:20:21:10:40:18	7:10:18:20:21:40	$3.1 Million	0	13	928	15715
3-Mar-10	4:13:26:39:18:30	4:13:18:26:30:39	$3.3 Million	0	21	943	14376
6-Mar-10	22:34:20:27:9:25	9:20:22:25:27:34	$3.4 Million	0	17	918	15688
10-Mar-10	34:33:11:39:24:19	11:19:24:33:34:39	$3.6 Million	0	17	871	14061
13-Mar-10	8:28:6:31:16:36	6:8:16:28:31:36	$3.8 Million	0	26	1046	16583
17-Mar-10	24:9:35:30:18:14	9:14:18:24:30:35	$3.9 Million	0	23	909	15095
20-Mar-10	24:1:15:6:29:41	1:6:15:24:29:41	$4.0 Million	0	22	977	16202
24-Mar-10	40:1:36:33:6:31	1:6:31:33:36:40	$4.1 Million	0	19	874	14442
27-Mar-10	27:41:18:36:14:32	14:18:27:32:36:41	$4.4 Million	0	15	985	16346
31-Mar-10	21:24:8:42:3:17	3:8:17:21:24:42	$4.7 Million	0	26	1043	16463
3-Apr-10	28:35:25:4:24:19	4:19:24:25:28:35	$4.9 Million	0	21	1093	17416
7-Apr-10	11:10:1:20:16:43	1:10:11:16:20:43	$5.1 Million	0	24	1004	17039
10-Apr-10	8:33:21:20:11:23	8:11:20:21:23:33	$5.3 Million	0	29	1167	18943
14-Apr-10	11:36:23:43:34:28	11:23:28:34:36:43	$5.5 Million	1	26	1084	17194
17-Apr-10	14:36:25:43:22:13	13:14:22:25:36:43	$1.0 Million	0	14	713	11810
21-Apr-10	14:4:5:25:23:33	4:5:14:23:25:33	$1.1 Million	0	11	692	11619
24-Apr-10	5:25:10:4:32:36	4:5:10:25:32:36	$1.2 Million	0	22	706	11636
28-Apr-10	20:23:14:22:34:10	10:14:20:22:23:34	$1.3 Million	0	11	659	10755
1-May-10	14:23:28:31:35:38	14:23:28:31:35:38	$1.4 Million	0	19	763	12010
5-May-10	39:19:15:43:5:33	5:15:19:33:39:43	$1.5 Million	0	19	702	10964
8-May-10	18:35:15:28:22:10	10:15:18:22:28:35	$1.6 Million	0	19	806	12578
12-May-10	7:13:41:17:36:21	7:13:17:21:36:41	$1.7 Million	0	18	843	12189
15-May-10	17:18:33:37:31:44	17:18:31:33:37:44	$1.8 Million	0	11	770	11951
19-May-10	16:5:8:40:42:11	5:8:11:16:40:42	$1.9 Million	0	21	798	12172
22-May-10	38:13:35:18:19:33	13:18:19:33:35:38	$2.0 Million	0	18	745	12129
26-May-10	44:32:16:12:10:33	10:12:16:32:33:44	$2.1 Million	0	9	721	11589
29-May-10	5:30:34:7:41:11	5:7:11:30:34:41	$2.2 Million	0	19	855	13872
2-Jun-10	18:23:7:28:10:11	7:10:11:18:23:28	$2.3 Million	1	20	872	13464
5-Jun-10	29:14:5:24:1:15	1:5:14:15:24:29	$1.0 Million	0	17	705	11891
9-Jun-10	30:9:26:21:34:7	7:9:21:26:30:34	$1.1 Million	0	9	691	11010
12-Jun-10	16:8:32:41:36:27	8:16:27:32:36:41	$1.2 Million	0	22	720	11321
16-Jun-10	1:4:40:9:44:32	1:4:9:32:40:44	$1.3 Million	0	11	643	10723
19-Jun-10	18:4:40:35:39:30	4:18:30:35:39:40	$1.4 Million	0	17	739	11113
23-Jun-10	35:9:11:2:6:4	2:4:6:9:11:35	$1.5 Million	0	19	860	12077
26-Jun-10	16:42:27:7:14:40	7:14:16:27:40:42	$1.6 Million	0	23	695	11613
30-Jun-10	29:8:15:36:40:11	8:11:15:29:36:40	$1.7 Million	0	19	775	11264
3-Jul-10	22:25:4:29:13:8	4:8:13:22:25:29	$1.8 Million	0	24	905	13385
7-Jul-10	21:25:14:24:34:6	6:14:21:24:25:34	$1.9 Million	0	13	669	10855
10-Jul-10	27:29:17:32:43:40	17:27:29:32:40:43	$2.0 Million	0	13	726	11671
14-Jul-10	2:3:44:31:13:41	2:3:13:31:41:44	$2.1 Million	0	14	702	11553
17-Jul-10	5:35:2:28:18:26	2:5:18:26:28:35	$2.2 Million	0	19	821	12579
21-Jul-10	3:44:33:16:42:10	3:10:16:33:42:44	$2.3 Million	0	15	716	11463
24-Jul-10	37:42:17:16:35:7	7:16:17:35:37:42	$2.4 Million	0	13	776	12439
28-Jul-10	33:1:24:28:6:2	1:2:6:24:28:33	$2.5 Million	0	17	777	11879
31-Jul-10	37:17:11:27:40:23	11:17:23:27:37:40	$2.6 Million	0	23	814	13154
4-Aug-10	13:12:23:21:27:1	1:12:13:21:23:27	$2.7 Million	0	25	820	13129
7-Aug-10	42:30:28:15:11:13	11:13:15:28:30:42	$2.8 Million	0	21	847	13272
11-Aug-10	26:41:42:25:5:31	5:25:26:31:41:42	$2.9 Million	0	21	751	11896
14-Aug-10	28:12:24:41:26:22	12:22:24:26:28:41	$3.0 Million	0	12	880	13695
18-Aug-10	39:5:27:34:35:22	5:22:27:34:35:39	$3.1 Million	0	19	792	12382
21-Aug-10	42:14:32:24:12:31	12:14:24:31:32:42	$3.2 Million	0	18	787	13506
25-Aug-10	26:28:27:10:12:3	3:10:12:26:27:28	$3.3 Million	0	24	962	14166
28-Aug-10	16:12:23:43:14:28	12:14:16:23:28:43	$3.4 Million	0	16	823	14567
1-Sep-10	16:15:7:29:14:25	7:14:15:16:25:29	$3.5 Million	0	23	818	13884
4-Sep-10	40:19:5:11:36:3	3:5:11:19:36:40	$3.6 Million	0	27	1057	16327
8-Sep-10	30:28:9:11:23:37	9:11:23:28:30:37	$3.7 Million	0	20	896	14166
11-Sep-10	2:7:3:1:21:39	1:2:3:7:21:39	$3.8 Million	0	23	1000	16222
15-Sep-10	5:17:3:25:30:24	3:5:17:24:25:30	$4.0 Million	0	16	959	15267
18-Sep-10	26:40:1:37:39:12	1:12:26:37:39:40	$4.2 Million	0	18	904	15476
22-Sep-10	9:8:36:4:13:5	4:5:8:9:13:36	$4.3 Million	0	22	1061	16374
25-Sep-10	38:40:39:26:41:19	19:26:38:39:40:41	$4.5 Million	0	16	916	15542
29-Sep-10	22:9:11:31:6:29	6:9:11:22:29:31	$4.7 Million	0	24	1095	16515
2-Oct-10	10:28:39:21:38:6	6:10:21:28:38:39	$4.8 Million	0	20	1096	17210
6-Oct-10	14:17:36:33:9:27	9:14:17:27:33:36	$4.9 Million	1	21	976	16025
9-Oct-10	9:41:29:35:18:12	9:12:18:29:35:41	$1.0 Million	0	21	698	11718
13-Oct-10	29:17:37:38:22:44	17:22:29:37:38:44	$1.1 Million	0	6	598	9920
16-Oct-10	16:40:21:42:2:5	2:5:16:21:40:42	$1.2 Million	0	16	726	11141
20-Oct-10	15:39:42:22:35:2	2:15:22:35:39:42	$1.3 Million	0	13	610	10138
23-Oct-10	43:16:1:28:36:33	1:16:28:33:36:43	$1.4 Million	0	18	666	10838
27-Oct-10	38:33:7:27:17:28	7:17:27:28:33:38	$1.5 Million	0	7	619	10431
30-Oct-10	8:23:11:17:35:14	8:11:14:17:23:35	$1.6 Million	0	19	783	12277
3-Nov-10	13:2:12:36:24:16	2:12:13:16:24:36	$1.7 Million	0	17	675	11017
6-Nov-10	29:25:4:13:31:42	4:13:25:29:31:42	$1.8 Million	0	16	754	11867
10-Nov-10	8:33:24:40:30:2	2:8:24:30:33:40	$1.9 Million	0	9	665	10941
13-Nov-10	31:21:9:4:19:22	4:9:19:21:22:31	$2.0 Million	0	12	780	12960
17-Nov-10	2:1:41:30:23:14	1:2:14:23:30:41	$2.1 Million	0	14	683	10813
20-Nov-10	3:39:10:42:21:33	3:10:21:33:39:42	$2.2 Million	0	17	744	12228
24-Nov-10	25:5:22:11:18:33	5:11:18:22:25:33	$2.3 Million	0	11	768	12530
27-Nov-10	40:28:26:27:14:44	14:26:27:28:40:44	$2.4 Million	0	15	694	10836
1-Dec-10	29:18:26:23:3:15	3:15:18:23:26:29	$2.5 Million	0	12	742	11860
4-Dec-10	2:40:39:5:12:10	2:5:10:12:39:40	$2.6 Million	0	30	811	13361
8-Dec-10	15:11:30:35:43:37	11:15:30:35:37:43	$2.7 Million	0	16	690	11622
11-Dec-10	18:8:13:31:30:9	8:9:13:18:30:31	$2.8 Million	0	17	855	13061
15-Dec-10	34:40:19:38:21:12	12:19:21:34:38:40	$2.9 Million	0	11	739	11105
18-Dec-10	15:41:10:32:38:23	10:15:23:32:38:41	$3.0 Million	0	13	748	11936
22-Dec-10	15:10:25:28:6:14	6:10:14:15:25:28	$3.1 Million	0	22	834	13100
25-Dec-10	5:28:29:39:36:7	5:7:28:29:36:39	$3.2 Million	0	12	707	11816
29-Dec-10	38:42:11:13:24:18	11:13:18:24:38:42	$3.3 Million	0	28	719	11956
1-Jan-11	5:17:43:9:26:2	2:5:9:17:26:43	$3.4 Million	0	19	989	14623
5-Jan-11	7:1:40:14:37:13	1:7:13:14:37:40	$3.5 Million	0	14	875	14355
8-Jan-11	2:10:36:43:38:17	2:10:17:36:38:43	$3.6 Million	0	22	865	13971
12-Jan-11	32:5:36:44:27:26	5:26:27:32:36:44	$3.7 Million	0	16	741	12007
15-Jan-11	14:3:42:20:4:31	3:4:14:20:31:42	$3.9 Million	0	20	864	14484
19-Jan-11	25:29:17:4:24:30	4:17:24:25:29:30	$4.0 Million	0	15	876	14557
22-Jan-11	30:34:27:29:44:28	27:28:29:30:34:44	$4.2 Million	1	14	801	13736
26-Jan-11	3:15:42:11:44:33	3:11:15:33:42:44	$1.0 Million	0	9	632	10065
29-Jan-11	15:7:10:8:14:18	7:8:10:14:15:18	$1.1 Million	0	22	801	12063
2-Feb-11	26:44:30:3:32:17	3:17:26:30:32:44	$1.2 Million	0	6	545	8333
5-Feb-11	43:20:31:30:5:3	3:5:20:30:31:43	$1.3 Million	0	17	728	11595
9-Feb-11	12:27:18:6:1:7	1:6:7:12:18:27	$1.4 Million	0	22	748	11469
12-Feb-11	6:9:13:3:1:43	1:3:6:9:13:43	$1.5 Million	1	24	856	13107
16-Feb-11	7:34:37:43:21:14	7:14:21:34:37:43	$1.0 Million	0	15	632	10244
19-Feb-11	33:13:7:44:5:11	5:7:11:13:33:44	$1.1 Million	0	26	856	12542
23-Feb-11	19:8:37:26:40:34	8:19:26:34:37:40	$1.2 Million	0	13	585	9812
26-Feb-11	21:7:18:27:37:24	7:18:21:24:27:37	$1.3 Million	0	15	795	12277
2-Mar-11	39:32:17:16:22:1	1:16:17:22:32:39	$1.4 Million	0	12	596	9926
5-Mar-11	28:24:38:12:41:31	12:24:28:31:38:41	$1.5 Million	0	25	691	11200
9-Mar-11	10:24:17:27:41:1	1:10:17:24:27:41	$1.6 Million	0	15	675	10731
12-Mar-11	17:23:19:37:43:2	2:17:19:23:37:43	$1.7 Million	0	15	729	11663
16-Mar-11	1:12:26:34:17:6	1:6:12:17:26:34	$1.8 Million	0	18	665	10918
19-Mar-11	43:2:15:37:8:13	2:8:13:15:37:43	$1.9 Million	0	14	706	12096
23-Mar-11	19:18:6:20:26:8	6:8:18:19:20:26	$2.0 Million	0	17	748	12230
26-Mar-11	26:41:12:22:7:23	7:12:22:23:26:41	$2.1 Million	0	21	853	13397
30-Mar-11	42:38:4:5:12:22	4:5:12:22:38:42	$2.2 Million	0	15	781	12176
2-Apr-11	39:29:18:5:41:22	5:18:22:29:39:41	$2.3 Million	0	28	889	13681
6-Apr-11	34:20:23:36:17:12	12:17:20:23:34:36	$2.4 Million	0	15	775	12568
9-Apr-11	37:41:44:25:9:30	9:25:30:37:41:44	$2.5 Million	0	15	796	12944
13-Apr-11	33:37:44:25:15:31	15:25:31:33:37:44	$2.6 Million	0	25	704	11633
16-Apr-11	19:35:12:38:18:25	12:18:19:25:35:38	$2.7 Million	0	20	785	12851
20-Apr-11	14:31:26:5:36:38	5:14:26:31:36:38	$2.8 Million	2	19	704	11805
23-Apr-11	12:11:17:37:16:41	11:12:16:17:37:41	$1.0 Million	0	10	673	10851
27-Apr-11	29:4:15:23:27:11	4:11:15:23:27:29	$1.1 Million	0	16	669	9945
30-Apr-11	43:42:41:40:11:18	11:18:40:41:42:43	$1.2 Million	0	9	595	10175
4-May-11	12:34:24:35:6:10	6:10:12:24:34:35	$1.3 Million	0	8	651	10232
7-May-11	13:41:28:40:30:25	13:25:28:30:40:41	$1.4 Million	0	9	611	10540
11-May-11	44:22:32:28:23:21	21:22:23:28:32:44	$1.5 Million	0	15	555	9761
14-May-11	42:11:13:20:29:40	11:13:20:29:40:42	$1.6 Million	1	21	705	11300
18-May-11	30:15:14:38:31:4	4:14:15:30:31:38	$1.0 Million	0	7	577	9108
21-May-11	10:12:4:33:32:3	3:4:10:12:32:33	$1.1 Million	1	12	687	10837
25-May-11	4:42:24:10:20:40	4:10:20:24:40:42	$1.0 Million	0	19	574	8764
28-May-11	30:1:32:39:35:3	1:3:30:32:35:39	$1.1 Million	0	19	573	10049
1-Jun-11	28:31:4:1:34:24	1:4:24:28:31:34	$1.2 Million	0	9	529	9105
4-Jun-11	40:26:31:44:14:42	14:26:31:40:42:44	$1.3 Million	0	10	596	9955
8-Jun-11	41:34:10:43:24:7	7:10:24:34:41:43	$1.4 Million	0	17	563	9409
11-Jun-11	28:41:14:29:40:35	14:28:29:35:40:41	$1.5 Million	0	11	655	10137
15-Jun-11	8:30:44:23:36:21	8:21:23:30:36:44	$1.6 Million	0	16	582	9940
18-Jun-11	33:31:15:34:22:12	12:15:22:31:33:34	$1.7 Million	0	19	676	10586
22-Jun-11	28:6:18:11:24:34	6:11:18:24:28:34	$1.8 Million	0	17	688	10226
25-Jun-11	10:20:38:30:6:40	6:10:20:30:38:40	$1.9 Million	1	20	827	11359
29-Jun-11	9:14:17:15:34:25	9:14:15:17:25:34	$1.0 Million	0	11	487	8799
2-Jul-11	34:16:13:14:21:26	13:14:16:21:26:34	$1.1 Million	0	18	584	9922
6-Jul-11	17:36:20:30:28:7	7:17:20:28:30:36	$1.2 Million	0	9	590	9316
9-Jul-11	23:43:8:4:13:12	4:8:12:13:23:43	$1.3 Million	0	18	678	11281
13-Jul-11	12:33:34:6:7:5	5:6:7:12:33:34	$1.4 Million	0	14	582	10266
16-Jul-11	37:33:29:26:31:44	26:29:31:33:37:44	$1.5 Million	0	14	650	10096
20-Jul-11	21:33:35:22:4:37	4:21:22:33:35:37	$1.6 Million	1	11	578	9411
23-Jul-11	20:5:34:15:33:22	5:15:20:22:33:34	$1.0 Million	0	9	610	9663
27-Jul-11	29:37:1:3:2:23	1:2:3:23:29:37	$1.1 Million	0	8	553	9429
30-Jul-11	16:41:1:29:26:24	1:16:24:26:29:41	$1.2 Million	1	14	609	10219
3-Aug-11	43:38:33:15:22:25	15:22:25:33:38:43	$1.0 Million	0	9	561	8952
6-Aug-11	22:15:26:19:17:23	15:17:19:22:23:26	$1.1 Million	0	20	703	10567
10-Aug-11	38:28:3:34:23:16	3:16:23:28:34:38	$1.2 Million	0	16	604	9614
13-Aug-11	37:26:42:44:32:24	24:26:32:37:42:44	$1.3 Million	0	17	605	9822
17-Aug-11	8:2:7:36:23:40	2:7:8:23:36:40	$1.4 Million	0	12	650	9945
20-Aug-11	40:31:32:34:1:16	1:16:31:32:34:40	$1.5 Million	0	10	631	10113
24-Aug-11	17:20:21:16:40:35	16:17:20:21:35:40	$1.6 Million	0	17	564	9507
27-Aug-11	26:10:37:14:31:12	10:12:14:26:31:37	$1.7 Million	0	14	682	11143
31-Aug-11	34:17:24:23:36:7	7:17:23:24:34:36	$1.8 Million	0	11	594	9930
3-Sep-11	15:20:5:43:41:26	5:15:20:26:41:43	$1.9 Million	0	19	714	11348
7-Sep-11	23:5:39:7:6:25	5:6:7:23:25:39	$2.0 Million	0	7	661	10707
10-Sep-11	8:2:30:41:37:11	2:8:11:30:37:41	$2.1 Million	0	22	794	12042
14-Sep-11	44:23:17:28:10:36	10:17:23:28:36:44	$2.2 Million	0	14	690	10805
17-Sep-11	40:3:43:24:7:12	3:7:12:24:40:43	$2.3 Million	0	14	847	12329
21-Sep-11	16:24:41:32:9:3	3:9:16:24:32:41	$2.4 Million	0	18	677	11112
24-Sep-11	1:25:33:29:32:40	1:25:29:32:33:40	$2.5 Million	0	16	685	11322
28-Sep-11	2:9:20:44:23:32	2:9:20:23:32:44	$2.6 Million	0	12	690	11041
1-Oct-11	43:13:10:14:33:32	10:13:14:32:33:43	$2.7 Million	0	18	736	11634
5-Oct-11	33:27:31:17:4:11	4:11:17:27:31:33	$2.8 Million	1	14	749	11669
8-Oct-11	4:34:16:36:32:35	4:16:32:34:35:36	$1.0 Million	0	17	555	9038
12-Oct-11	18:41:10:2:9:15	2:9:10:15:18:41	$1.1 Million	0	15	537	9441
15-Oct-11	7:36:44:27:13:10	7:10:13:27:36:44	$1.2 Million	0	15	721	10529
19-Oct-11	24:8:36:12:2:37	2:8:12:24:36:37	$1.3 Million	0	14	596	9718
22-Oct-11	39:14:15:18:26:28	14:15:18:26:28:39	$1.4 Million	0	10	618	10120
26-Oct-11	42:33:43:41:25:44	25:33:41:42:43:44	$1.5 Million	0	14	639	9245
29-Oct-11	6:18:41:35:8:19	6:8:18:19:35:41	$1.6 Million	0	16	696	11356
2-Nov-11	24:39:5:26:12:37	5:12:24:26:37:39	$1.7 Million	0	17	696	11039
5-Nov-11	10:1:43:8:42:3	1:3:8:10:42:43	$1.8 Million	0	13	680	11768
9-Nov-11	12:38:10:40:41:23	10:12:23:38:40:41	$1.9 Million	0	7	649	10023
12-Nov-11	27:25:17:28:26:12	12:17:25:26:27:28	$2.0 Million	0	13	714	12089
16-Nov-11	33:2:32:13:39:6	2:6:13:32:33:39	$2.1 Million	0	16	658	10372
19-Nov-11	22:27:28:44:20:16	16:20:22:27:28:44	$2.2 Million	0	12	729	11794
23-Nov-11	12:36:32:24:27:43	12:24:27:32:36:43	$2.3 Million	0	19	724	11525
26-Nov-11	20:37:22:33:31:2	2:20:22:31:33:37	$2.4 Million	1	14	616	10232
30-Nov-11	5:17:44:24:1:40	1:5:17:24:40:44	$1.0 Million	0	7	568	9076
3-Dec-11	33:39:12:21:43:31	12:21:31:33:39:43	$1.1 Million	0	12	593	10147
7-Dec-11	4:3:36:31:2:16	2:3:4:16:31:36	$1.2 Million	0	13	552	9358
10-Dec-11	33:7:36:4:38:43	4:7:33:36:38:43	$1.3 Million	0	13	541	9756
14-Dec-11	15:28:6:32:2:25	2:6:15:25:28:32	$1.4 Million	0	12	556	9550
17-Dec-11	7:37:9:44:17:42	7:9:17:37:42:44	$1.5 Million	0	24	675	10748
21-Dec-11	21:8:40:37:43:14	8:14:21:37:40:43	$1.6 Million	0	15	619	10079
24-Dec-11	19:34:10:25:15:16	10:15:16:19:25:34	$1.7 Million	0	12	754	12086
28-Dec-11	8:41:30:38:21:23	8:21:23:30:38:41	$1.8 Million	0	12	578	9571
31-Dec-11	11:26:41:40:13:18	11:13:18:26:40:41	$1.9 Million	0	21	750	12451
4-Jan-12	5:38:12:19:17:26	5:12:17:19:26:38	$2.0 Million	0	16	676	11029
7-Jan-12	37:14:36:7:34:12	7:12:14:34:36:37	$2.1 Million	0	16	719	12012
11-Jan-12	8:34:26:40:3:39	3:8:26:34:39:40	$2.2 Million	0	20	631	10604
14-Jan-12	22:26:1:8:17:7	1:7:8:17:22:26	$2.3 Million	0	15	857	12758
18-Jan-12	42:10:20:8:4:7	4:7:8:10:20:42	$2.4 Million	0	17	845	12083
21-Jan-12	27:7:11:23:40:35	7:11:23:27:35:40	$2.5 Million	0	30	846	12666
25-Jan-12	21:24:4:10:2:43	2:4:10:21:24:43	$2.6 Million	0	14	745	11643
28-Jan-12	24:11:2:12:42:18	2:11:12:18:24:42	$2.7 Million	0	20	798	13301
1-Feb-12	25:27:1:39:43:17	1:17:25:27:39:43	$2.8 Million	0	12	713	11969
4-Feb-12	3:38:16:26:18:1	1:3:16:18:26:38	$2.9 Million	0	13	803	13557
8-Feb-12	33:31:22:24:40:43	22:24:31:33:40:43	$3.0 Million	1	17	776	12586
11-Feb-12	35:22:26:21:27:16	16:21:22:26:27:35	$1.0 Million	0	24	651	11250
15-Feb-12	24:2:15:17:21:43	2:15:17:21:24:43	$1.1 Million	0	11	540	9196
18-Feb-12	22:34:3:25:35:8	3:8:22:25:34:35	$1.2 Million	0	13	631	10578
22-Feb-12	3:12:37:35:41:19	3:12:19:35:37:41	$1.3 Million	0	11	611	9969
25-Feb-12	15:14:10:12:22:41	10:12:14:15:22:41	$1.4 Million	0	19	662	11082
29-Feb-12	20:6:29:26:41:18	6:18:20:26:29:41	$1.5 Million	0	12	584	9980
3-Mar-12	5:22:23:44:27:28	5:22:23:27:28:44	$1.6 Million	0	24	727	11573
7-Mar-12	16:11:26:44:13:36	11:13:16:26:36:44	$1.7 Million	0	16	699	10682
10-Mar-12	24:9:4:21:42:40	4:9:21:24:40:42	$1.8 Million	0	11	742	11677
14-Mar-12	26:36:44:12:10:23	10:12:23:26:36:44	$1.9 Million	0	15	651	10870
17-Mar-12	18:17:9:2:5:29	2:5:9:17:18:29	$2.0 Million	0	12	870	12565
21-Mar-12	7:44:39:42:8:24	7:8:24:39:42:44	$2.1 Million	0	8	642	10756
24-Mar-12	21:44:35:36:29:27	21:27:29:35:36:44	$2.2 Million	0	14	743	11567
28-Mar-12	11:19:37:40:13:38	11:13:19:37:38:40	$2.3 Million	0	13	620	10895
31-Mar-12	41:43:25:11:24:17	11:17:24:25:41:43	$2.4 Million	0	19	858	14145
4-Apr-12	44:15:7:5:14:4	4:5:7:14:15:44	$2.5 Million	0	15	798	12636
7-Apr-12	40:18:4:14:27:42	4:14:18:27:40:42	$2.6 Million	0	17	871	13200
11-Apr-12	35:3:23:30:11:40	3:11:23:30:35:40	$2.7 Million	0	12	787	12266
14-Apr-12	27:3:1:29:20:44	1:3:20:27:29:44	$2.8 Million	0	19	881	13968
18-Apr-12	42:38:25:36:35:22	22:25:35:36:38:42	$2.9 Million	1	20	730	11728
21-Apr-12	18:13:3:21:16:5	3:5:13:16:18:21	$1.0 Million	0	18	744	11370
25-Apr-12	13:17:42:43:5:6	5:6:13:17:42:43	$1.1 Million	0	13	586	9403
28-Apr-12	41:2:22:17:44:31	2:17:22:31:41:44	$1.2 Million	1	13	622	10035
2-May-12	9:40:16:24:38:33	9:16:24:33:38:40	$1.0 Million	0	16	570	8515
5-May-12	18:4:29:36:43:21	4:18:21:29:36:43	$1.1 Million	0	15	672	10121
9-May-12	23:14:5:32:37:42	5:14:23:32:37:42	$1.2 Million	0	14	588	8812
12-May-12	6:38:30:4:43:23	4:6:23:30:38:43	$1.3 Million	0	15	632	10333
16-May-12	28:1:35:10:19:25	1:10:19:25:28:35	$1.4 Million	0	13	729	9739
